#Xaxis_E2     YlengthE2     discharge_E2   dischargeEFF_E2  dischargeINEFF_E2  rech_Moulins_E2  rech_meltR_E2  P_E2
4.535156e+00  1.078125e+03  1.628769e+00   8.266465e-02     1.546104e+00       1.627165e+00     1.459088e-03   2.714828e+00
4.558594e+00  1.078125e+03  1.599445e+00   7.922951e-02     1.520215e+00       1.597904e+00     1.401998e-03   2.719274e+00
4.582031e+00  1.078125e+03  1.570123e+00   7.587808e-02     1.494245e+00       1.568643e+00     1.346339e-03   2.723801e+00
4.605469e+00  1.078125e+03  1.540802e+00   7.261002e-02     1.468192e+00       1.539382e+00     1.292098e-03   2.728411e+00
4.628906e+00  1.078125e+03  1.511483e+00   6.942499e-02     1.442058e+00       1.510121e+00     1.239266e-03   2.733105e+00
4.652344e+00  1.078125e+03  1.482166e+00   6.632269e-02     1.415843e+00       1.480860e+00     1.187831e-03   2.737886e+00
4.675781e+00  1.078125e+03  1.452850e+00   6.330289e-02     1.389547e+00       1.451599e+00     1.137782e-03   2.742754e+00
4.699219e+00  1.078125e+03  1.423535e+00   6.036537e-02     1.363170e+00       1.422338e+00     1.089107e-03   2.747713e+00
4.722656e+00  1.078125e+03  1.394222e+00   5.751006e-02     1.336712e+00       1.393077e+00     1.041795e-03   2.752764e+00
4.746094e+00  1.078125e+03  1.364911e+00   5.473696e-02     1.310174e+00       1.363816e+00     9.958333e-04   2.757910e+00
4.769531e+00  1.078125e+03  1.335601e+00   5.204634e-02     1.283554e+00       1.334555e+00     9.512105e-04   2.763152e+00
4.792969e+00  1.078125e+03  1.306292e+00   4.943878e-02     1.256853e+00       1.305294e+00     9.079137e-04   2.768495e+00
4.816406e+00  1.078125e+03  1.276985e+00   4.691549e-02     1.230070e+00       1.276033e+00     8.659295e-04   2.773939e+00
4.839844e+00  1.078125e+03  1.247679e+00   4.447891e-02     1.203200e+00       1.246772e+00     8.252434e-04   2.779489e+00
4.863281e+00  1.078125e+03  1.218375e+00   4.213430e-02     1.176241e+00       1.217511e+00     7.858389e-04   2.785147e+00
4.886719e+00  1.078125e+03  1.189072e+00   3.989500e-02     1.149177e+00       1.188250e+00     7.476944e-04   2.790916e+00
4.910156e+00  1.078125e+03  1.159771e+00   3.780679e-02     1.121964e+00       1.158990e+00     7.107740e-04   2.796802e+00
4.933594e+00  1.078125e+03  1.130470e+00   3.611926e-02     1.094351e+00       1.129729e+00     6.749781e-04   2.802805e+00
